household_id,income,members,energy_cost,energy_ratio,is_poverty,region,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_13,month_14,month_15,month_16,month_17,month_18
227,4127674.0,4,104276.0,0.0253,0,광주,122883.0,125409.0,110989.0,87806.0,90325.0,93375.0,100735.0,91471.0,93975.0,100830.0,100169.0,130465.0,132414.0,130124.0,136421.0,134964.0,138540.0,141248.0
228,3336659.0,1,175805.0,0.0527,0,경남,201285.0,227722.0,188349.0,150615.0,150441.0,157287.0,166276.0,170002.0,158399.0,171661.0,186380.0,212602.0,221328.0,211438.0,191830.0,222244.0,218285.0,228803.0
229,447366.0,4,124224.0,0.2777,1,전남,143676.0,150416.0,129781.0,107303.0,107897.0,112417.0,126024.0,121514.0,110272.0,115129.0,137658.0,149400.0,148062.0,159911.0,150515.0,154763.0,154285.0,147068.0
230,2906605.0,1,253656.0,0.0873,0,부산,292038.0,315612.0,267010.0,235545.0,227235.0,224550.0,212120.0,231119.0,242087.0,240567.0,261823.0,335568.0,337550.0,313630.0,324824.0,350000.0,350000.0,350000.0
231,4891654.0,5,76566.0,0.0157,0,광주,85467.0,94159.0,74636.0,68012.0,67472.0,70182.0,74795.0,71894.0,72477.0,68336.0,75553.0,91259.0,92133.0,88033.0,97580.0,91401.0,96682.0,94494.0
232,2094665.0,6,121522.0,0.058,0,전남,140558.0,146248.0,128605.0,113683.0,110136.0,108519.0,115642.0,118683.0,107838.0,122746.0,123758.0,145386.0,147685.0,137970.0,146948.0,149207.0,154002.0,147968.0
233,1348712.0,2,173386.0,0.1286,1,경북,193992.0,207497.0,184008.0,169682.0,145774.0,154750.0,182906.0,161589.0,158268.0,173043.0,176813.0,220422.0,238170.0,233116.0,229622.0,227182.0,225848.0,224412.0
234,3191750.0,6,283298.0,0.0888,0,전북,344793.0,348983.0,265066.0,248219.0,234039.0,261080.0,246118.0,303434.0,261738.0,271137.0,315037.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0
235,4443733.0,4,172238.0,0.0388,0,서울,199964.0,206310.0,182178.0,150967.0,168925.0,165556.0,161520.0,165531.0,150301.0,155326.0,168732.0,219950.0,216095.0,233034.0,235554.0,241319.0,223073.0,237580.0
236,4603141.0,4,102327.0,0.0222,0,대구,118858.0,120197.0,111470.0,91293.0,83962.0,93265.0,97144.0,89009.0,92070.0,94015.0,106077.0,121725.0,128888.0,120875.0,123211.0,128508.0,120774.0,121543.0
237,3992268.0,4,252342.0,0.0632,0,세종,283052.0,300824.0,262309.0,220380.0,174716.0,247035.0,252348.0,237588.0,230801.0,238766.0,259259.0,299568.0,280311.0,289005.0,294772.0,319662.0,323663.0,306341.0
238,3784634.0,2,92301.0,0.0244,0,서울,106787.0,105950.0,95351.0,85540.0,75491.0,81664.0,90310.0,87231.0,84081.0,90257.0,106305.0,100040.0,100364.0,96471.0,101453.0,107707.0,110074.0,111322.0
239,4177701.0,4,213182.0,0.051,0,인천,236091.0,238748.0,219525.0,196032.0,183381.0,203885.0,221602.0,212341.0,194999.0,188455.0,221651.0,280602.0,282824.0,291974.0,285335.0,279805.0,293179.0,301115.0
240,1750933.0,6,231139.0,0.132,1,대구,279550.0,267816.0,233875.0,178596.0,191027.0,221638.0,207190.0,209131.0,212592.0,194936.0,236499.0,305406.0,333667.0,315130.0,302910.0,305423.0,322535.0,327368.0
241,146497.0,3,177377.0,1.2108,1,부산,182572.0,220124.0,185177.0,164163.0,145815.0,159249.0,183687.0,194736.0,166089.0,161363.0,182300.0,216695.0,203142.0,218110.0,229738.0,213876.0,237072.0,234178.0
242,4126243.0,6,153533.0,0.0372,0,강원,167114.0,192658.0,158891.0,148480.0,134341.0,137711.0,151717.0,149689.0,141476.0,142951.0,161950.0,200518.0,191478.0,210467.0,210839.0,218437.0,204517.0,212597.0
243,3320061.0,1,98173.0,0.0296,0,충남,121994.0,123497.0,112367.0,89296.0,85965.0,88840.0,100791.0,88996.0,91856.0,94636.0,103404.0,133431.0,133335.0,142675.0,144621.0,143518.0,134695.0,143469.0
244,1389456.0,6,262261.0,0.1888,1,경남,313865.0,312991.0,299220.0,211050.0,227115.0,251870.0,263642.0,252914.0,230913.0,249406.0,252355.0,316050.0,309165.0,330999.0,318092.0,321560.0,326836.0,324981.0
245,1927763.0,1,233813.0,0.1213,1,경남,260099.0,292397.0,256961.0,191904.0,201657.0,205103.0,249046.0,216385.0,196338.0,221791.0,234493.0,304681.0,297775.0,310557.0,333226.0,330792.0,326030.0,321314.0
246,3539705.0,6,55259.0,0.0156,0,광주,66587.0,74019.0,57973.0,50989.0,50000.0,50000.0,50229.0,50644.0,50000.0,56969.0,57688.0,67879.0,70996.0,66130.0,67771.0,70787.0,74206.0,73396.0
247,3982259.0,1,228489.0,0.0574,0,대전,263190.0,285232.0,240819.0,195102.0,196612.0,195407.0,255213.0,213439.0,212273.0,216930.0,225116.0,258500.0,268907.0,280010.0,258429.0,251024.0,267895.0,263739.0
248,1108897.0,1,290739.0,0.2622,1,경남,337543.0,349630.0,285787.0,274075.0,226021.0,267704.0,299688.0,273166.0,266289.0,272375.0,310855.0,350000.0,342299.0,350000.0,350000.0,350000.0,350000.0,350000.0
249,3380787.0,5,299640.0,0.0886,0,서울,350000.0,350000.0,328905.0,271341.0,253111.0,266826.0,310826.0,289292.0,300363.0,272529.0,322773.0,350000.0,341208.0,350000.0,350000.0,350000.0,350000.0,350000.0
250,1586445.0,5,196414.0,0.1238,1,서울,215921.0,252244.0,196005.0,171878.0,157361.0,179036.0,209854.0,177273.0,158561.0,196771.0,222257.0,221026.0,227344.0,227489.0,220485.0,217046.0,241283.0,235965.0
251,4562997.0,6,71655.0,0.0157,0,충북,78621.0,93429.0,72847.0,64356.0,62600.0,62583.0,65039.0,66613.0,67809.0,66926.0,72053.0,93714.0,93399.0,93638.0,97103.0,100468.0,107774.0,102624.0
252,2600674.0,2,79187.0,0.0304,0,충남,91553.0,89900.0,82418.0,72691.0,68522.0,73065.0,80339.0,73321.0,69437.0,70718.0,90566.0,99050.0,99141.0,97278.0,114002.0,98590.0,102219.0,106740.0
253,355554.0,4,188968.0,0.5315,1,강원,209326.0,245662.0,202370.0,162678.0,178391.0,173401.0,195359.0,177102.0,163299.0,181026.0,214105.0,232552.0,234627.0,251021.0,236651.0,246791.0,252749.0,244565.0
254,947778.0,1,264745.0,0.2793,1,대구,289755.0,309139.0,271495.0,220603.0,215833.0,224763.0,259285.0,242218.0,218887.0,276943.0,295392.0,318041.0,324722.0,329819.0,343190.0,319932.0,348531.0,329735.0
255,208220.0,4,82927.0,0.3983,1,강원,97088.0,104330.0,88645.0,68622.0,77940.0,76035.0,85061.0,77297.0,78789.0,74475.0,89729.0,92881.0,96351.0,90647.0,96727.0,101840.0,100734.0,103275.0
256,1473507.0,6,56215.0,0.0382,0,제주,68174.0,66477.0,57111.0,52698.0,50000.0,50000.0,56148.0,50000.0,50000.0,52561.0,60430.0,67452.0,67588.0,64361.0,72067.0,70768.0,71699.0,72896.0
257,2875352.0,6,134340.0,0.0467,0,광주,153099.0,172262.0,134114.0,118178.0,117926.0,121469.0,135516.0,121463.0,120473.0,134844.0,129705.0,162070.0,151803.0,168862.0,175115.0,167316.0,163329.0,165086.0
258,322504.0,2,248210.0,0.7696,1,강원,291651.0,293303.0,250916.0,219699.0,214529.0,233608.0,245083.0,221605.0,234555.0,225210.0,264019.0,309877.0,310991.0,309918.0,327091.0,276096.0,340162.0,316481.0
259,3891696.0,2,251273.0,0.0646,0,전북,291385.0,319051.0,256719.0,236265.0,196154.0,215913.0,228570.0,235429.0,225623.0,240072.0,264653.0,299525.0,300218.0,287216.0,325333.0,307723.0,308351.0,337676.0
260,1582344.0,5,74941.0,0.0474,0,강원,86857.0,88045.0,78843.0,72145.0,63870.0,65189.0,75492.0,73530.0,69255.0,73162.0,75435.0,97283.0,98368.0,96404.0,103256.0,99339.0,95715.0,98993.0
261,4520568.0,2,147572.0,0.0326,0,광주,172341.0,170736.0,160111.0,121903.0,135427.0,137223.0,148304.0,151991.0,139113.0,136864.0,155552.0,166348.0,175163.0,167666.0,157787.0,164823.0,180750.0,187711.0
262,1635034.0,3,233870.0,0.143,1,울산,251749.0,272142.0,248051.0,213011.0,191791.0,203897.0,222392.0,234853.0,201697.0,217013.0,239507.0,268863.0,262173.0,287712.0,263533.0,268839.0,267259.0,283962.0
263,3520878.0,5,241808.0,0.0687,0,대구,269262.0,274993.0,262578.0,217048.0,195468.0,213316.0,204677.0,238654.0,215770.0,202080.0,235406.0,295889.0,283138.0,311384.0,309868.0,312150.0,278318.0,307050.0
264,291088.0,4,103840.0,0.3567,1,제주,114337.0,121237.0,113151.0,92419.0,82307.0,101718.0,105501.0,91708.0,91391.0,99195.0,118325.0,122608.0,128669.0,132061.0,123111.0,126097.0,123402.0,128907.0
265,2375854.0,2,192334.0,0.081,0,충남,236382.0,223569.0,209947.0,158773.0,162161.0,173207.0,190465.0,179096.0,167323.0,189610.0,212042.0,239429.0,231216.0,261743.0,237934.0,234470.0,231162.0,254805.0
266,3210551.0,4,81616.0,0.0254,0,경남,91930.0,102942.0,84074.0,81103.0,70868.0,68769.0,81091.0,75009.0,65395.0,83736.0,88710.0,104740.0,106487.0,100929.0,105795.0,112597.0,105353.0,99781.0
267,1844938.0,5,286726.0,0.1554,1,경기,316763.0,330575.0,328146.0,269135.0,240645.0,266724.0,280701.0,273897.0,263751.0,266702.0,290747.0,350000.0,350000.0,324804.0,350000.0,350000.0,350000.0,350000.0
268,3545636.0,3,266411.0,0.0751,0,대구,303627.0,317935.0,297803.0,230789.0,241344.0,242294.0,264274.0,284738.0,227115.0,248615.0,262494.0,348873.0,350000.0,350000.0,350000.0,350000.0,350000.0,345085.0
269,4314820.0,1,245993.0,0.057,0,경북,306095.0,277753.0,277035.0,213209.0,220121.0,220995.0,255473.0,234264.0,201032.0,197231.0,261004.0,303436.0,311352.0,306383.0,337769.0,318484.0,312912.0,325983.0
270,171490.0,2,110573.0,0.6448,1,경북,127421.0,138028.0,115088.0,99642.0,91254.0,91994.0,100364.0,103130.0,99937.0,102741.0,105599.0,139609.0,150194.0,141748.0,140463.0,144842.0,140113.0,141066.0
271,1183166.0,1,291935.0,0.2467,1,제주,333256.0,315749.0,311947.0,289901.0,245119.0,260405.0,279197.0,284013.0,253927.0,291503.0,296453.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0
272,2393509.0,2,286281.0,0.1196,1,서울,323949.0,312972.0,286467.0,263793.0,264216.0,256396.0,290973.0,284919.0,247206.0,276955.0,289465.0,350000.0,350000.0,350000.0,349215.0,350000.0,350000.0,350000.0
273,1196294.0,5,272555.0,0.2278,1,전북,325763.0,317916.0,245645.0,261970.0,240481.0,223922.0,264275.0,279230.0,263057.0,271079.0,283663.0,342108.0,343719.0,350000.0,340026.0,344324.0,350000.0,350000.0
274,4958431.0,2,102632.0,0.0207,0,경북,108661.0,123211.0,115229.0,90303.0,84065.0,95720.0,103471.0,101135.0,92547.0,85858.0,114121.0,141568.0,150328.0,123959.0,148446.0,144482.0,142200.0,150799.0
275,4662220.0,2,233577.0,0.0501,0,강원,280619.0,284834.0,244220.0,190491.0,213826.0,206403.0,240988.0,220634.0,207367.0,224038.0,245582.0,288074.0,290311.0,298855.0,302625.0,300117.0,309991.0,300179.0
276,550089.0,6,135793.0,0.2469,1,부산,150219.0,163847.0,137020.0,128075.0,113760.0,127383.0,138749.0,123884.0,125281.0,124724.0,143040.0,167140.0,174888.0,174167.0,171942.0,169058.0,166589.0,178129.0
277,4266979.0,1,258302.0,0.0605,0,서울,299863.0,319784.0,251489.0,225250.0,230505.0,226101.0,236171.0,234317.0,229145.0,247433.0,270257.0,312962.0,327968.0,317573.0,325051.0,318177.0,348444.0,326543.0
278,3030069.0,6,62614.0,0.0207,0,제주,76698.0,75551.0,65994.0,58107.0,53991.0,56072.0,60355.0,59717.0,59436.0,64783.0,66705.0,81223.0,82920.0,82558.0,85380.0,88490.0,82260.0,81098.0
279,202929.0,4,114170.0,0.5626,1,충남,130173.0,149542.0,113317.0,101178.0,104339.0,101094.0,108828.0,109888.0,106892.0,106331.0,123202.0,132890.0,127126.0,133161.0,140107.0,142415.0,132937.0,144945.0
280,2867459.0,1,97096.0,0.0339,0,울산,118860.0,116722.0,97185.0,79225.0,88843.0,91939.0,98563.0,99058.0,88365.0,89792.0,104781.0,116335.0,112819.0,122324.0,123927.0,114824.0,116109.0,121120.0
281,1866037.0,5,263911.0,0.1414,1,서울,288739.0,317266.0,279749.0,260455.0,216970.0,217219.0,250069.0,239525.0,232450.0,237597.0,288497.0,311480.0,314847.0,343129.0,327929.0,329780.0,350000.0,346620.0
282,4474346.0,3,121565.0,0.0272,0,충북,152810.0,138976.0,116382.0,111000.0,104950.0,113052.0,125653.0,125711.0,100009.0,108541.0,131869.0,143556.0,136543.0,157355.0,138281.0,147200.0,150375.0,160137.0
283,1523805.0,5,98246.0,0.0645,0,서울,114521.0,112596.0,96304.0,87364.0,79565.0,90241.0,104626.0,105456.0,89916.0,96348.0,100067.0,119508.0,126902.0,120551.0,123452.0,130368.0,124135.0,134281.0
284,1698303.0,3,260593.0,0.1534,1,대구,289969.0,320672.0,267753.0,240038.0,220376.0,245871.0,260179.0,272788.0,231302.0,240946.0,278358.0,343296.0,350000.0,350000.0,350000.0,350000.0,344920.0,350000.0
285,191819.0,1,195642.0,1.0199,1,울산,233945.0,240022.0,206844.0,166169.0,166517.0,175616.0,197816.0,181864.0,180681.0,182640.0,209832.0,254287.0,251337.0,251361.0,266906.0,250483.0,278874.0,269662.0
286,2024299.0,4,258223.0,0.1276,1,전북,306521.0,311138.0,247378.0,222399.0,226869.0,234338.0,273471.0,250259.0,221168.0,235548.0,272530.0,285433.0,307585.0,296286.0,308426.0,278082.0,314625.0,329565.0
287,2137529.0,5,79818.0,0.0373,0,대구,91796.0,88385.0,85874.0,74830.0,65806.0,76024.0,73166.0,70160.0,72327.0,75923.0,80806.0,103811.0,107076.0,109522.0,106399.0,110566.0,107059.0,119080.0
288,2247995.0,1,185644.0,0.0826,0,세종,217854.0,206265.0,180824.0,177595.0,151463.0,154134.0,194931.0,172167.0,174991.0,168296.0,209290.0,242173.0,237524.0,230611.0,272438.0,249742.0,246524.0,270938.0
289,3379962.0,3,183639.0,0.0543,0,경남,202414.0,239782.0,194416.0,179705.0,159984.0,171503.0,192258.0,163787.0,167811.0,163667.0,190074.0,236896.0,229452.0,247040.0,229378.0,257639.0,242130.0,240793.0
290,4509581.0,6,168220.0,0.0373,0,제주,194540.0,198089.0,171057.0,153465.0,136875.0,161124.0,159491.0,171619.0,149239.0,151205.0,178302.0,200255.0,202535.0,199541.0,214060.0,209404.0,200271.0,207201.0
291,2572856.0,4,170881.0,0.0664,0,대구,206869.0,212239.0,191146.0,156024.0,141468.0,157767.0,173669.0,157670.0,155320.0,160754.0,186095.0,218855.0,211746.0,212942.0,224611.0,227908.0,236793.0,236750.0
292,1711670.0,5,93653.0,0.0547,0,충북,107747.0,114243.0,98527.0,87432.0,75539.0,80438.0,100511.0,98314.0,84265.0,96600.0,94541.0,113954.0,121804.0,119972.0,124915.0,120734.0,114806.0,121872.0
293,2072149.0,2,274391.0,0.1324,1,경남,329815.0,312686.0,314168.0,253876.0,226248.0,260641.0,274264.0,257785.0,238544.0,236192.0,296817.0,315067.0,308120.0,326932.0,318020.0,329729.0,314760.0,329316.0
294,4515253.0,6,74031.0,0.0164,0,서울,88130.0,88294.0,84132.0,75096.0,65149.0,67388.0,76343.0,66458.0,67228.0,67758.0,79715.0,89178.0,88828.0,84151.0,87543.0,94062.0,90383.0,98552.0
295,643120.0,4,222029.0,0.3452,1,서울,252691.0,252700.0,242717.0,191464.0,193933.0,196388.0,220759.0,212486.0,192215.0,213147.0,250969.0,266739.0,282034.0,288378.0,265772.0,261263.0,283459.0,276553.0
296,1492740.0,5,133554.0,0.0895,0,충남,153805.0,160439.0,120373.0,127168.0,101379.0,119321.0,142419.0,140891.0,118017.0,117786.0,149280.0,174164.0,172465.0,173272.0,174241.0,178634.0,185184.0,180434.0
297,4222012.0,2,105773.0,0.0251,0,전남,112622.0,124541.0,101755.0,95711.0,81188.0,99431.0,98820.0,91578.0,93465.0,109081.0,115010.0,119508.0,114218.0,119969.0,134114.0,119620.0,120811.0,134418.0
298,2055745.0,3,159877.0,0.0778,0,세종,183297.0,184669.0,171369.0,152286.0,135739.0,153088.0,168534.0,143709.0,139042.0,159155.0,145102.0,198353.0,188870.0,198463.0,201861.0,203331.0,203670.0,201027.0
299,42257.0,3,237289.0,5.6153,1,인천,286926.0,262115.0,230854.0,209905.0,187972.0,194298.0,232716.0,228063.0,243448.0,231609.0,270983.0,295957.0,305607.0,300112.0,337552.0,299354.0,303919.0,323710.0
300,2207670.0,6,170753.0,0.0773,0,전북,181794.0,186762.0,164015.0,146809.0,150221.0,159528.0,165566.0,161984.0,145100.0,153914.0,184489.0,224622.0,222541.0,244099.0,240297.0,248481.0,233014.0,252582.0
301,568810.0,4,77019.0,0.1354,1,대전,90509.0,92150.0,80668.0,68881.0,68842.0,64339.0,78053.0,70158.0,66175.0,77472.0,76895.0,95603.0,104123.0,100784.0,96679.0,97946.0,95455.0,106611.0
302,394903.0,6,273444.0,0.6924,1,인천,346457.0,334009.0,283115.0,249351.0,223427.0,241346.0,306146.0,249804.0,245142.0,253847.0,272191.0,349001.0,350000.0,350000.0,350000.0,350000.0,350000.0,350000.0
303,3441465.0,4,170703.0,0.0496,0,경남,205321.0,199934.0,188278.0,143819.0,148086.0,147483.0,172422.0,168383.0,157737.0,162730.0,166884.0,221170.0,232598.0,216182.0,219640.0,239894.0,230292.0,226281.0
304,4105392.0,2,223377.0,0.0544,0,광주,283520.0,257514.0,242646.0,190111.0,188427.0,216577.0,214245.0,235596.0,200987.0,222561.0,239272.0,285603.0,272004.0,285805.0,308244.0,292936.0,301548.0,284000.0
305,297401.0,4,210552.0,0.708,1,대전,236769.0,249017.0,219814.0,190294.0,185152.0,185283.0,212016.0,199574.0,180724.0,198888.0,219492.0,261018.0,263963.0,267044.0,264200.0,285278.0,261248.0,268700.0
306,3158874.0,4,158366.0,0.0501,0,부산,187871.0,188625.0,171886.0,138603.0,130133.0,137210.0,161502.0,145330.0,141082.0,146548.0,169943.0,180782.0,184394.0,197167.0,195411.0,183375.0,193576.0,193932.0
307,3303637.0,1,153944.0,0.0466,0,부산,173256.0,189844.0,156393.0,129359.0,133075.0,128147.0,150867.0,140306.0,137337.0,152076.0,157682.0,195456.0,203249.0,194523.0,196547.0,214408.0,204577.0,211403.0
308,3711551.0,5,221193.0,0.0596,0,대구,258112.0,260330.0,232095.0,195292.0,199230.0,190723.0,231409.0,204573.0,212222.0,214618.0,223551.0,272215.0,282764.0,272116.0,280630.0,277295.0,305938.0,310837.0
309,3953015.0,6,65884.0,0.0167,0,충북,77431.0,78672.0,62939.0,60278.0,57022.0,57279.0,61653.0,67208.0,60753.0,61873.0,65245.0,78971.0,83916.0,80994.0,79549.0,83804.0,80218.0,88735.0
310,3389475.0,3,290696.0,0.0858,0,강원,330688.0,331105.0,269727.0,256938.0,241031.0,259666.0,281555.0,301421.0,268394.0,269263.0,304260.0,350000.0,350000.0,337062.0,346451.0,350000.0,350000.0,350000.0
311,98629.0,6,148748.0,1.5082,1,대구,161665.0,172971.0,144420.0,127150.0,118963.0,140540.0,143554.0,142188.0,131324.0,132341.0,154871.0,191504.0,184075.0,201656.0,190545.0,195317.0,205348.0,197607.0
312,4490619.0,4,144865.0,0.0323,0,대구,190428.0,176431.0,143471.0,123635.0,126911.0,132892.0,142806.0,142806.0,116924.0,142811.0,153917.0,172064.0,163821.0,176357.0,187202.0,177314.0,174505.0,183784.0
313,508773.0,6,88165.0,0.1733,1,대전,106445.0,112049.0,92265.0,77927.0,79538.0,74547.0,90098.0,78019.0,83575.0,82676.0,98445.0,112914.0,108463.0,121735.0,123517.0,121574.0,114947.0,118223.0
314,668803.0,5,180164.0,0.2694,1,세종,207896.0,234578.0,171603.0,150688.0,159996.0,148038.0,178386.0,181144.0,166211.0,171251.0,184924.0,227482.0,235062.0,225898.0,237790.0,246787.0,236730.0,241788.0
315,101402.0,2,114759.0,1.1317,1,울산,125698.0,142502.0,117384.0,97999.0,98911.0,89471.0,104712.0,108053.0,103709.0,107008.0,110981.0,137582.0,141133.0,143600.0,141618.0,149707.0,146758.0,141477.0
316,2717698.0,5,66250.0,0.0244,0,경남,75655.0,79984.0,75345.0,58907.0,59742.0,61056.0,70949.0,61873.0,61701.0,62751.0,59165.0,78300.0,80925.0,81515.0,76472.0,82150.0,83870.0,82883.0
317,4055813.0,4,267996.0,0.0661,0,경기,306007.0,307183.0,303949.0,240439.0,222528.0,253434.0,267010.0,267037.0,236255.0,267551.0,295181.0,350000.0,343469.0,350000.0,350000.0,350000.0,350000.0,350000.0
318,853801.0,3,175058.0,0.205,1,강원,196727.0,199867.0,191693.0,143903.0,162856.0,162987.0,165834.0,174840.0,162255.0,165983.0,177180.0,224814.0,228179.0,222989.0,219117.0,225852.0,231303.0,249384.0
319,4249938.0,5,184596.0,0.0434,0,충북,197014.0,219020.0,170776.0,167737.0,159773.0,165811.0,178555.0,157395.0,169239.0,188128.0,188098.0,235822.0,223240.0,244938.0,239075.0,237776.0,240082.0,246036.0
320,231291.0,1,265609.0,1.1484,1,세종,299385.0,318069.0,263563.0,260522.0,216133.0,231046.0,252616.0,275018.0,245656.0,240512.0,294315.0,335342.0,342181.0,337336.0,335049.0,350000.0,344432.0,350000.0
321,4559362.0,1,99456.0,0.0218,0,전북,112040.0,122171.0,108876.0,94499.0,85392.0,96672.0,101651.0,95121.0,88157.0,91501.0,106621.0,124946.0,127513.0,129896.0,130016.0,140409.0,128423.0,134733.0
322,1239662.0,1,154878.0,0.1249,1,제주,177515.0,185609.0,165756.0,135695.0,128980.0,144274.0,148613.0,133610.0,140485.0,155012.0,168226.0,195297.0,207117.0,207824.0,198493.0,205120.0,207444.0,206296.0
323,927630.0,2,163022.0,0.1757,1,충북,184941.0,184821.0,156423.0,145832.0,131463.0,143518.0,174892.0,154454.0,141215.0,157262.0,187614.0,202548.0,185298.0,211971.0,211515.0,211409.0,210811.0,207768.0
324,3936744.0,1,88044.0,0.0224,0,강원,98432.0,101222.0,97249.0,81339.0,68458.0,83129.0,90271.0,85851.0,76979.0,82858.0,83327.0,114825.0,111340.0,113043.0,114087.0,128018.0,117342.0,126302.0
325,2439114.0,5,162040.0,0.0664,0,세종,179699.0,179800.0,157277.0,140029.0,142277.0,142753.0,163697.0,150126.0,142282.0,146045.0,169360.0,200776.0,206131.0,207149.0,205169.0,196228.0,219843.0,212099.0
326,3987712.0,3,261839.0,0.0657,0,세종,301080.0,314024.0,278231.0,240449.0,241608.0,264797.0,265639.0,221966.0,224441.0,271277.0,284810.0,334271.0,335360.0,324740.0,350000.0,336194.0,350000.0,335892.0
327,2090658.0,5,155885.0,0.0746,0,광주,187169.0,188528.0,165636.0,139929.0,132978.0,151655.0,149893.0,150152.0,142212.0,156547.0,167269.0,199620.0,191469.0,197024.0,196012.0,187045.0,212931.0,209383.0
328,2046248.0,6,252504.0,0.1234,1,경기,299684.0,304215.0,278539.0,227399.0,200780.0,210114.0,268648.0,212950.0,224973.0,275643.0,271217.0,312339.0,294207.0,339197.0,337330.0,333731.0,327949.0,338655.0
329,1857317.0,5,169743.0,0.0914,0,부산,192986.0,212425.0,178047.0,157535.0,147751.0,144924.0,170320.0,148958.0,148858.0,161662.0,178220.0,198483.0,191735.0,204809.0,211203.0,204713.0,206264.0,218229.0
330,3242635.0,5,201551.0,0.0622,0,인천,226661.0,242128.0,205306.0,179860.0,169909.0,188714.0,180521.0,186084.0,192775.0,196858.0,225080.0,261497.0,252665.0,273778.0,270421.0,296629.0,283381.0,282989.0
331,4445597.0,1,57905.0,0.013,0,경북,68062.0,68561.0,62428.0,54586.0,51829.0,54562.0,62271.0,58098.0,53752.0,51864.0,57325.0,71483.0,72333.0,76990.0,65441.0,71270.0,74474.0,72751.0
332,2996818.0,6,157961.0,0.0527,0,전북,181882.0,183173.0,155974.0,142279.0,135816.0,136201.0,153032.0,144345.0,139240.0,154125.0,156920.0,191126.0,189954.0,194896.0,199033.0,215009.0,205275.0,207423.0
333,1305143.0,1,92538.0,0.0709,0,경기,101845.0,106101.0,86915.0,88862.0,75957.0,88129.0,97483.0,82259.0,78752.0,99166.0,105672.0,115490.0,117846.0,114828.0,121012.0,116664.0,111407.0,115948.0
334,2501668.0,2,81636.0,0.0326,0,광주,101341.0,97273.0,85140.0,67242.0,68395.0,77699.0,80615.0,76322.0,77535.0,76339.0,91256.0,95491.0,99061.0,103815.0,102321.0,91893.0,97705.0,100241.0
335,635912.0,6,84181.0,0.1324,1,강원,88014.0,94346.0,93775.0,76225.0,69184.0,76240.0,86998.0,84469.0,71548.0,75874.0,91078.0,108595.0,103785.0,106393.0,110986.0,113045.0,114262.0,108852.0
336,4600569.0,6,174161.0,0.0379,0,대구,201515.0,208840.0,199719.0,146052.0,147223.0,149303.0,179691.0,161364.0,161292.0,169656.0,190005.0,223411.0,223623.0,215139.0,239402.0,245443.0,225781.0,243786.0
337,4584033.0,2,78126.0,0.017,0,대전,88601.0,90603.0,76888.0,68362.0,61751.0,77665.0,78038.0,74005.0,72381.0,77791.0,85912.0,102900.0,101306.0,103707.0,109247.0,104758.0,108023.0,110814.0
338,2992822.0,1,62971.0,0.021,0,충북,72571.0,78187.0,63095.0,55347.0,54883.0,50443.0,64182.0,62107.0,52894.0,58880.0,71054.0,81310.0,83591.0,86224.0,89794.0,84625.0,83985.0,89597.0
339,1968596.0,4,231776.0,0.1177,1,부산,264334.0,275052.0,247841.0,204044.0,198752.0,204277.0,247010.0,212632.0,218795.0,213745.0,232976.0,279568.0,263034.0,290163.0,274549.0,286589.0,302490.0,304988.0
340,133013.0,6,262871.0,1.9763,1,부산,318173.0,320566.0,277988.0,216167.0,220420.0,236260.0,288542.0,258305.0,254754.0,257189.0,266198.0,330513.0,336973.0,324459.0,335194.0,340905.0,350000.0,321185.0
341,3226993.0,5,210943.0,0.0654,0,경북,256854.0,243364.0,235784.0,203103.0,176970.0,190118.0,201090.0,215234.0,175498.0,205756.0,214880.0,249072.0,232699.0,251865.0,243568.0,259620.0,280035.0,266124.0
342,3150173.0,1,183033.0,0.0581,0,경기,198518.0,216034.0,195225.0,160915.0,154989.0,171120.0,188917.0,176032.0,165947.0,171935.0,205681.0,247820.0,260498.0,241155.0,252577.0,259791.0,250420.0,263520.0
343,2821505.0,6,142021.0,0.0503,0,전남,155507.0,163457.0,146294.0,128125.0,106132.0,130755.0,154160.0,139314.0,126473.0,127604.0,135604.0,162943.0,163711.0,180208.0,149591.0,174207.0,166452.0,170401.0
344,4985851.0,1,139446.0,0.028,0,충남,161371.0,169534.0,151311.0,114927.0,123709.0,131098.0,142406.0,129686.0,127437.0,131411.0,153509.0,171113.0,173571.0,162400.0,178399.0,172622.0,183352.0,187100.0
345,3816426.0,1,101126.0,0.0265,0,부산,114053.0,108783.0,112382.0,87486.0,82285.0,89179.0,102503.0,95795.0,93508.0,89636.0,102241.0,125674.0,136567.0,127604.0,135064.0,130903.0,129405.0,131900.0
346,3857857.0,6,248001.0,0.0643,0,제주,302129.0,283245.0,255002.0,215117.0,214115.0,219195.0,257050.0,224634.0,223681.0,243692.0,233510.0,342886.0,342393.0,321414.0,350000.0,350000.0,350000.0,350000.0
347,4401240.0,1,273250.0,0.0621,0,광주,324108.0,350000.0,292481.0,247982.0,234934.0,225793.0,288389.0,274801.0,252449.0,239919.0,285175.0,350000.0,345500.0,350000.0,350000.0,350000.0,350000.0,350000.0
